time,logger,level,database,message,exception
2013-08-18 21:09:55.5937,Raven.Database.Impl.DocumentCacher,Info,Mvc5DB,"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 3160408064
  PollingInterval     = 00:02:00",
2013-08-18 21:09:55.7578,Raven.Storage.Esent.TransactionalStorage,Info,Mvc5DB,"Esent Settings:
  MaxVerPages      = 16384
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2013-08-18 21:10:12.1918,Raven.Database.Storage.IndexDefinitionStorage,Info,Mvc5DB,"New index Raven%2fDocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;


public class Index_Raven_2fDocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };"";
		this.AddMapDefinition(docs => 
			from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new {
				Tag,
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				__document_id = doc.__document_id
			});
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;


public class Index_Raven_2fDocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_2fDocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
let Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""]
select new { Tag, LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""] };"";
		this.AddMapDefinition(docs => 
			from doc in docs
			let Tag = doc[""@metadata""][""Raven-Entity-Name""]
			select new {
				Tag,
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				__document_id = doc.__document_id
			});
		this.AddField(""LastModified"");
		this.AddField(""__document_id"");
		this.AddField(""Tag"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2013-08-18 21:10:13.1824,Raven.Database.Indexing.IndexStorage.Startup,Debug,Mvc5DB,Loading saved index Raven/DocumentsByEntityName,
2013-08-18 21:10:13.8489,Raven.Database.Indexing.IndexStorage.Startup,Warn,Mvc5DB,"Could not open index Raven/DocumentsByEntityName. Recovery operation failed, forcibly resetting index","System.InvalidOperationException: Index does not exists: Raven/DocumentsByEntityName
   at Raven.Database.Indexing.IndexStorage.OpenOrCreateLuceneDirectory(IndexDefinition indexDefinition, String indexName, Boolean createIfMissing) in c:\Builds\RavenDB-Stable\Raven.Database\Indexing\IndexStorage.cs:line 294
   at Raven.Database.Indexing.IndexStorage.OpenIndexOnStartup(String indexName) in c:\Builds\RavenDB-Stable\Raven.Database\Indexing\IndexStorage.cs:line 124"
2013-08-18 21:10:19.6137,Raven.Database.Indexing.Index.Indexing,Debug,Mvc5DB,Creating index for Raven/DocumentsByEntityName,
2013-08-18 21:10:20.5154,Raven.Database.Server.HttpServer,Debug,,"Request #1,497: GET     - 37,978 ms -            - 503 - /databases/Mvc5DB/changes/config?id=2/24j71U&command=unwatch-docs&noCache=839965132",
2013-08-18 21:10:20.5154,Raven.Database.Server.HttpServer,Debug,,"Request #1,500: GET     - 37,982 ms -            - 503 - /databases/Mvc5DB/changes/config?id=2/24j71U&command=unwatch-indexes&noCache=-1862637309",
2013-08-18 21:10:20.5154,Raven.Database.Server.HttpServer,Debug,,"Request #1,499: GET     - 187,554,071 ms -            - 503 - /databases/Mvc5DB/stats?noCache=-32970041",
2013-08-18 21:10:20.5154,Raven.Database.Server.HttpServer,Debug,,"Request #1,498: GET     - 50,299 ms -            - 503 - /databases/Mvc5DB/stats?noCache=1923231533",
2013-08-18 21:10:20.5454,Raven.Database.Server.HttpServer,Debug,,"Request #1,502: GET     - 187,542,015 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:20.5454,Raven.Database.Server.HttpServer,Debug,,"Request #1,501: GET     - 187,542,024 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:20.5454,Raven.Database.Server.HttpServer,Debug,,"Request #1,504: GET     - 187,542,007 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:20.5454,Raven.Database.Server.HttpServer,Debug,,"Request #1,505: GET     - 46,845 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:20.5454,Raven.Database.Server.HttpServer,Debug,,"Request #1,503: GET     - 50,328 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:20.9607,Raven.Database.Indexing.WorkContext,Warn,Mvc5DB,"Could not setup performance counters properly because of access permissions, perf counters will not be used","System.Security.SecurityException: Requested registry access is not allowed.
   at Microsoft.Win32.RegistryKey.OpenSubKey(String name, Boolean writable)
   at System.Diagnostics.PerformanceCounterLib.CreateRegistryEntry(String categoryName, PerformanceCounterCategoryType categoryType, CounterCreationDataCollection creationData, Boolean& iniRegistered)
   at System.Diagnostics.PerformanceCounterLib.RegisterCategory(String categoryName, PerformanceCounterCategoryType categoryType, String categoryHelp, CounterCreationDataCollection creationData)
   at System.Diagnostics.PerformanceCounterCategory.Create(String categoryName, String categoryHelp, PerformanceCounterCategoryType categoryType, CounterCreationDataCollection counterData)
   at Raven.Database.Indexing.WorkContext.SetupPerformanceCounter(String name) in c:\Builds\RavenDB-Stable\Raven.Database\Indexing\WorkContext.cs:line 337
   at Raven.Database.Indexing.WorkContext.Init(String name) in c:\Builds\RavenDB-Stable\Raven.Database\Indexing\WorkContext.cs:line 377
The Zone of the assembly that failed was:
MyComputer"
2013-08-18 21:10:22.5838,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Mvc5DB,Document with key 'Raven/Backup/Periodic/Setup' was not found,
2013-08-18 21:10:22.5838,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,Document with key 'Raven/Backup/Status' was not found,
2013-08-18 21:10:22.6508,Raven.Database.Indexing.WorkContext,Debug,Mvc5DB,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2013-08-18 21:10:22.7419,Raven.Database.Indexing.WorkContext,Debug,Mvc5DB,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2013-08-18 21:10:24.4760,Raven.Database.Server.HttpServer,Debug,,"Request #1,506: GET     - 3,949 ms - Mvc5DB     - 200 - /changes/config?id=2/24j71U&command=unwatch-indexes&noCache=-1070902341",
2013-08-18 21:10:26.5745,Raven.Database.Server.Abstractions.HttpListenerContextAdpater,Info,,Failed to close response,"System.AggregateException: One or more errors occurred. ---> System.Net.HttpListenerException: An operation was attempted on a nonexistent network connection
   at System.Net.HttpResponseStream.Dispose(Boolean disposing)
   at System.IO.Stream.Close()
   at Raven.Database.Util.Streams.BufferPoolStream.Dispose(Boolean disposing) in c:\Builds\RavenDB-Stable\Raven.Database\Util\Streams\BufferPoolStream.cs:line 144
   at System.IO.Stream.Close()
   at Raven.Database.Impl.ExceptionAggregator.Execute(Action action) in c:\Builds\RavenDB-Stable\Raven.Database\Impl\ExceptionAggregator.cs:line 25
   --- End of inner exception stack trace ---
---> (Inner Exception #0) System.Net.HttpListenerException (0x80004005): An operation was attempted on a nonexistent network connection
   at System.Net.HttpResponseStream.Dispose(Boolean disposing)
   at System.IO.Stream.Close()
   at Raven.Database.Util.Streams.BufferPoolStream.Dispose(Boolean disposing) in c:\Builds\RavenDB-Stable\Raven.Database\Util\Streams\BufferPoolStream.cs:line 144
   at System.IO.Stream.Close()
   at Raven.Database.Impl.ExceptionAggregator.Execute(Action action) in c:\Builds\RavenDB-Stable\Raven.Database\Impl\ExceptionAggregator.cs:line 25<---
"
2013-08-18 21:10:26.5745,Raven.Database.Server.Abstractions.HttpListenerContextAdpater,Info,,Failed to close response,"System.AggregateException: One or more errors occurred. ---> System.Net.HttpListenerException: An operation was attempted on a nonexistent network connection
   at System.Net.HttpResponseStream.Dispose(Boolean disposing)
   at System.IO.Stream.Close()
   at Raven.Database.Util.Streams.BufferPoolStream.Dispose(Boolean disposing) in c:\Builds\RavenDB-Stable\Raven.Database\Util\Streams\BufferPoolStream.cs:line 144
   at System.IO.Stream.Close()
   at Raven.Database.Impl.ExceptionAggregator.Execute(Action action) in c:\Builds\RavenDB-Stable\Raven.Database\Impl\ExceptionAggregator.cs:line 25
   --- End of inner exception stack trace ---
---> (Inner Exception #0) System.Net.HttpListenerException (0x80004005): An operation was attempted on a nonexistent network connection
   at System.Net.HttpResponseStream.Dispose(Boolean disposing)
   at System.IO.Stream.Close()
   at Raven.Database.Util.Streams.BufferPoolStream.Dispose(Boolean disposing) in c:\Builds\RavenDB-Stable\Raven.Database\Util\Streams\BufferPoolStream.cs:line 144
   at System.IO.Stream.Close()
   at Raven.Database.Impl.ExceptionAggregator.Execute(Action action) in c:\Builds\RavenDB-Stable\Raven.Database\Impl\ExceptionAggregator.cs:line 25<---
"
2013-08-18 21:10:26.9327,Raven.Database.Server.HttpServer,Debug,,"Request #1,507: GET     - 187,548,394 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:26.9327,Raven.Database.Server.HttpServer,Debug,,"Request #1,508: GET     - 187,548,410 ms -            - 503 - /databases/Mvc5DB/changes/events?id=2/24j71U",
2013-08-18 21:10:27.4750,Raven.Database.Server.HttpServer,Debug,,"Request #1,509: GET     -   144 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-460752081",
2013-08-18 21:10:28.8800,Raven.Database.Server.HttpServer,Debug,,"Request #1,510: GET     - 1,548 ms - Mvc5DB     - 200 - /stats?noCache=-1044255975",
2013-08-18 21:10:34.4327,Raven.Database.Server.HttpServer,Debug,,"Request #1,511: GET     -    56 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1502477389",
2013-08-18 21:10:34.4667,Raven.Database.Server.HttpServer,Debug,,"Request #1,512: GET     -    90 ms - Mvc5DB     - 200 - /stats?noCache=279269859",
2013-08-18 21:10:39.5802,Raven.Database.Server.HttpServer,Debug,,"Request #1,513: GET     -    33 ms - Mvc5DB     - 200 - /stats?noCache=-1643938429",
2013-08-18 21:10:40.5829,Raven.Database.Server.HttpServer,Debug,Mvc5DB,"Request #1,514: GET     -     0 ms - Mvc5DB     - 200 - /changes/events?id=2/24j71U",
2013-08-18 21:10:40.5829,Raven.Database.Server.HttpServer,Debug,Mvc5DB,"Request #1,515: GET     -     0 ms - Mvc5DB     - 200 - /changes/events?id=2/24j71U",
2013-08-18 21:10:40.5899,Raven.Database.Server.HttpServer,Debug,,"Request #1,516: GET     -     0 ms - Mvc5DB     - 200 - /changes/config?id=2/24j71U&command=watch-doc&value=Raven/Alerts&noCache=-538524887",
2013-08-18 21:10:40.5899,Raven.Database.Server.HttpServer,Debug,,"Request #1,517: GET     -     0 ms - Mvc5DB     - 200 - /changes/config?id=2/24j71U&command=watch-doc&value=Raven/Alerts&noCache=-98265963",
2013-08-18 21:10:40.6369,Raven.Database.Server.HttpServer,Debug,,"Request #1,518: GET     -     0 ms - Mvc5DB     - 200 - /changes/config?id=2/24j71U&command=watch-doc&value=Raven/Alerts&noCache=-1189825274",
2013-08-18 21:10:45.0399,Raven.Database.Server.HttpServer,Debug,,"Request #1,519: GET     -   322 ms - Mvc5DB     - 200 - /stats?noCache=-1863470491",
2013-08-18 21:10:50.4255,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2013-08-18 21:10:50.4255,Raven.Database.Indexing.WorkContext,Debug,,"No work was found, workerWorkCounter: 3, for: IndexingExecuter, will wait for additional work",
2013-08-18 21:10:50.7867,Raven.Database.Server.HttpServer,Debug,,"Request #1,520: GET     -    35 ms - Mvc5DB     - 200 - /stats?noCache=1592600453",
2013-08-18 21:11:05.5936,Raven.Database.Server.HttpServer,Debug,Mvc5DB,"Request #1,521: GET     -     0 ms - Mvc5DB     - 200 - /changes/events?id=2/24j71U",
2013-08-18 21:11:05.7537,Raven.Database.Server.HttpServer,Debug,,"Request #1,522: GET     -     0 ms - Mvc5DB     - 200 - /changes/config?id=2/24j71U&command=watch-doc&value=Raven/Alerts&noCache=-1030295180",
2013-08-18 21:11:14.6379,Raven.Database.Server.HttpServer,Debug,,"Request #1,523: GET     -   464 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1472107871",
2013-08-18 21:11:14.6379,Raven.Database.Server.HttpServer,Debug,,"Request #1,524: GET     -   477 ms - Mvc5DB     - 200 - /stats?noCache=-480642919",
2013-08-18 21:20:22.6509,Raven.Database.Indexing.WorkContext,Debug,Mvc5DB,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2013-08-18 21:20:22.7450,Raven.Database.Indexing.WorkContext,Debug,Mvc5DB,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2013-08-18 21:20:50.4255,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2013-08-18 21:20:50.4535,Raven.Database.Indexing.WorkContext,Debug,,"No work was found, workerWorkCounter: 3, for: IndexingExecuter, will wait for additional work",
2013-08-18 21:20:56.1184,Raven.Database.Server.HttpServer,Debug,,"Request #1,525: GET     -    42 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1516788058",
2013-08-18 21:20:56.1264,Raven.Database.Server.HttpServer,Debug,,"Request #1,526: GET     -    50 ms - Mvc5DB     - 200 - /stats?noCache=1548137630",
2013-08-18 21:21:06.3242,Raven.Database.Server.HttpServer,Debug,,"Request #1,527: GET     -    30 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1549391854",
2013-08-18 21:21:06.3862,Raven.Database.Server.HttpServer,Debug,,"Request #1,528: GET     -    91 ms - Mvc5DB     - 200 - /stats?noCache=913617248",
2013-08-18 21:21:21.6635,Raven.Database.Server.HttpServer,Debug,,"Request #1,529: GET     -    32 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1226550696",
2013-08-18 21:21:21.6745,Raven.Database.Server.HttpServer,Debug,,"Request #1,530: GET     -    42 ms - Mvc5DB     - 200 - /stats?noCache=776062138",
2013-08-18 21:21:47.2577,Raven.Database.Server.HttpServer,Debug,,"Request #1,531: GET     -    53 ms - Mvc5DB     - 200 - /stats?noCache=16184218",
2013-08-18 21:22:02.5100,Raven.Database.Server.HttpServer,Debug,,"Request #1,532: GET     -    49 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1260300757",
2013-08-18 21:22:02.5100,Raven.Database.Server.HttpServer,Debug,,"Request #1,533: GET     -    54 ms - Mvc5DB     - 200 - /stats?noCache=-1904505383",
2013-08-18 21:22:38.4015,Raven.Database.Server.HttpServer,Debug,,"Request #1,534: GET     -    27 ms - Mvc5DB     - 200 - /stats?noCache=1918558331",
2013-08-18 21:22:48.5593,Raven.Database.Server.HttpServer,Debug,,"Request #1,535: GET     -    37 ms - <system>   - 200 - /databases?pageSize=1024&noCache=571709650",
2013-08-18 21:22:48.5593,Raven.Database.Server.HttpServer,Debug,,"Request #1,536: GET     -    47 ms - Mvc5DB     - 200 - /stats?noCache=-1008425064",
2013-08-18 21:22:58.8492,Raven.Database.Server.HttpServer,Debug,,"Request #1,537: GET     -    53 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-970362060",
2013-08-18 21:22:58.8633,Raven.Database.Server.HttpServer,Debug,,"Request #1,538: GET     -    66 ms - Mvc5DB     - 200 - /stats?noCache=1825523033",
2013-08-18 21:24:31.0436,Raven.Database.Server.HttpServer,Debug,,"Request #1,539: GET     -    44 ms - Mvc5DB     - 200 - /stats?noCache=-83580074",
2013-08-18 21:24:36.1290,Raven.Database.Server.HttpServer,Debug,,"Request #1,540: GET     -    33 ms - Mvc5DB     - 200 - /stats?noCache=1339503621",
2013-08-18 21:25:42.5648,Raven.Database.Server.HttpServer,Debug,,"Request #1,541: GET     -    28 ms - Mvc5DB     - 200 - /stats?noCache=-1011688920",
2013-08-18 21:25:47.6882,Raven.Database.Server.HttpServer,Debug,,"Request #1,542: GET     -    45 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1986870994",
2013-08-18 21:25:47.7203,Raven.Database.Server.HttpServer,Debug,,"Request #1,543: GET     -    76 ms - Mvc5DB     - 200 - /stats?noCache=-655092222",
2013-08-18 21:26:56.0661,Raven.Database.Server.HttpServer,Debug,,"Request #1,544: GET     -    28 ms - <system>   - 200 - /databases?pageSize=1024&noCache=1866564796",
2013-08-18 21:26:56.0831,Raven.Database.Server.HttpServer,Debug,,"Request #1,545: GET     -    45 ms - Mvc5DB     - 200 - /stats?noCache=2033444768",
2013-08-18 21:27:06.3260,Raven.Database.Server.HttpServer,Debug,,"Request #1,546: GET     -    39 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-31662725",
2013-08-18 21:27:06.3260,Raven.Database.Server.HttpServer,Debug,,"Request #1,547: GET     -    48 ms - Mvc5DB     - 200 - /stats?noCache=1110078889",
2013-08-18 21:27:26.7404,Raven.Database.Server.HttpServer,Debug,,"Request #1,548: GET     -    33 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1222089147",
2013-08-18 21:27:26.7564,Raven.Database.Server.HttpServer,Debug,,"Request #1,549: GET     -    49 ms - Mvc5DB     - 200 - /stats?noCache=731436395",
2013-08-18 21:27:42.2118,Raven.Database.Server.HttpServer,Debug,,"Request #1,550: GET     -    49 ms - <system>   - 200 - /databases?pageSize=1024&noCache=-1322032894",
2013-08-18 21:27:42.2218,Raven.Database.Server.HttpServer,Debug,,"Request #1,551: GET     -    54 ms - Mvc5DB     - 200 - /stats?noCache=979717130",
2013-08-18 21:28:38.5867,Raven.Database.Server.HttpServer,Debug,,"Request #1,552: GET     -    26 ms - Mvc5DB     - 200 - /stats?noCache=-796746450",
